,NUMERO_DE_CLIENTE,FOTO_MES,MARKETING_ACTIVO_ULTIMOS90DIAS,CLIENTE_SUCURSAL,CLIENTE_EDAD,CLIENTE_ANTIGUEDAD,MRENTABILIDAD,MRENTABILIDAD_ANNUAL,MCOMISIONES,MACTIVOS_MARGEN,MPASIVOS_MARGEN,MCUENTA_CORRIENTE_PAQUETE,MCAJA_AHORRO_PAQUETE,MCAJA_AHORRO_DOLARES,MDESCUBIERTO_PREACORDADO,MCUENTAS_SALDO,CTARJETA_DEBITO_TRANSACCIONES,MAUTOSERVICIO,CTARJETA_VISA_TRANSACCIONES,MTARJETA_VISA_CONSUMO,MTARJETA_MASTER_CONSUMO,CPRESTAMOS_PERSONALES,MPRESTAMOS_PERSONALES,MPRESTAMOS_PRENDARIOS,MPRESTAMOS_HIPOTECARIOS,MPLAZO_FIJO_DOLARES,MTITULOS,MPLAN_SUELDO,MCUENTA_DEBITOS_AUTOMATICOS,MTTARJETA_VISA_DEBITOS_AUTOMATIC,MTTARJETA_MASTER_DEBITOS_AUTOMAT,MPAGOMISCUENTAS,CCAJEROS_PROPIOS_DESCUENTOS,MCAJEROS_PROPIOS_DESCUENTOS,CTARJETA_VISA_DESCUENTOS,MCOMISIONES_MANTENIMIENTO,CCOMISIONES_OTRAS,MCOMISIONES_OTRAS,MTRANSFERENCIAS_EMITIDAS,CEXTRACCION_AUTOSERVICIO,MEXTRACCION_AUTOSERVICIO,MCHEQUES_DEPOSITADOS,MCHEQUES_EMITIDOS,CCALLCENTER_TRANSACCIONES,CHOMEBANKING_TRANSACCIONES,TCAJAS,MCAJEROS_PROPIO,MASTER_MFINANCIACION_LIMITE,MASTER_MSALDOTOTAL,MASTER_MSALDOPESOS,MASTER_MCONSUMOSPESOS,MASTER_MPAGADO,MASTER_MPAGOSPESOS,MASTER_MPAGOMINIMO,VISA_MARCA_ATRASO,VISA_CUENTA_ESTADO,VISA_MFINANCIACION_LIMITE,VISA_FVENCIMIENTO,VISA_MSALDOTOTAL,VISA_MSALDOPESOS,VISA_MCONSUMOSPESOS,VISA_MPAGADO,VISA_MPAGOSPESOS,VISA_MPAGOMINIMO,CLAVE,meses_activo
592823,8826959,201309,1,380,51,232,52166,513456,22847,22836,2223,-47417,0,0,117,201055,0,0,4,170617,5838,0,0,0,0,0,0,0,0,175,58,0,0,0,0,18392,4,24793,0,0,0,0,0,0,124,0.0,0,78975,12569,12569,5838,0,-1755,0,0,10,18954,20140630,147485,172557,17502,172557,-241958,7839,9028268,13
427119,21799829,201310,1,845,50,125,135161,799726,17992,100145,0,-639216,0,0,0,0,0,0,0,0,0,3,3077322,0,0,0,0,0,0,0,0,0,0,0,0,18392,6,20223,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,11,0,20180331,0,0,0,0,0,0,22001139,12
465256,8672564,201310,1,965,41,96,20701,275193,17711,-2117,4673,-215503,153271,401,117,403,0,0,44,599949,32469,0,0,0,0,0,0,124605,0,152,325,2175,0,0,2,0,6,19907,249582,5,57330,0,0,0,87,1.0,35100,18954,32469,32469,32469,0,0,117,0,10,25272,20141231,49998,575613,317532,0,-528576,8892,8873874,14
406254,23426189,201310,1,275,62,112,40335,831852,634,-2783,31839,2105298,618292,0,117,2892006,1,72891,14,486557,8739,0,0,0,0,0,0,1223469,0,2533,0,0,0,0,0,4446,5,7126,0,0,0,945945,0,3,10,1.0,0,4346007,8826,8826,0,0,-36085,351,0,10,6519697,20160731,616962,563567,410058,0,-528401,5382,23627499,14
591319,7096796,201308,1,89,37,167,165935,1815651,38917,97528,11034,-364394,67601,431,117,432,6,108354,25,1007248,605202,3,8408881,0,0,0,0,1871064,0,554,0,3902,7,0,13,0,9,44084,0,4,32760,0,0,3,146,1.0,21060,308421,3722179,3722179,447486,3510,-5850,6201,0,10,3129541,20151231,356176,4090653,512669,0,-66807,102141,7298104,14
283121,24172450,201310,1,383,35,107,45187,468631,8267,-381,31937,0,126076,"1,2890143E+7",117,"1,3168027E+7",5,61191,4,55344,0,0,0,0,0,0,0,1698372,43,0,0,1849,1,1755,0,1872,8,9292,20709,16,89271,0,0,0,61,1.0,82251,110565,0,0,0,0,0,0,0,10,12636,20211031,48956,57278,0,0,-79114,351,24373760,12
383604,24939141,201308,1,1202,33,101,7394,855416,58392,-3621,1691,0,1065307,59,117,979467,5,346915,15,628151,29639,1,873929,0,0,3808667,0,0,0,598,0,1610,5,0,14,18392,11,66142,0,1,35100,4501681,419211,0,41,1.0,35100,25272,29877,29877,0,0,-34483,117,0,10,15795,20150630,529774,619835,270913,0,-275308,1404,25140449,14
444719,23623245,201310,1,179,39,111,30232,414463,19419,7399,1843,-161072,0,0,117,0,0,0,0,0,225463,0,0,0,0,0,0,0,0,0,910,0,0,0,0,18392,3,21827,0,0,0,0,0,0,0,1.0,0,15795,202995,202995,164244,0,-45747,0,0,10,12636,20150831,0,0,0,0,0,0,23824555,14
133399,34588686,201310,1,1130,64,68,79654,247765,29637,49422,-6672,-27296,0,0,117,0,0,0,17,881516,0,0,0,0,0,0,0,0,0,1459,0,0,0,0,9,18392,3,33312,0,0,0,0,0,3,10,1.0,0,15795,-5642,-5642,0,0,0,0,0,10,31590,20161031,2348268,2747473,349069,0,-1453556,303035,34789996,11
365747,10350944,201309,1,71,68,204,33637,345111,24547,6389,138,-2306,711,14,0,14,0,0,0,0,307512,0,0,0,0,0,0,0,8,0,400,0,0,0,0,18392,3,2759,0,0,0,0,0,1,0,1.0,0,9477,303537,303537,119812,0,-294372,5382,0,0,0,0,0,0,0,0,0,0,10552253,14
82847,10875150,201308,1,209,49,190,63449,863836,14791,-10456,52044,0,4688301,0,117,7373254,0,0,30,580295,79479,0,0,0,0,0,0,2978118,420,654,0,0,0,0,16,0,4,16755,0,0,0,0,0,0,75,0.0,0,3103559,81303,81303,0,0,-81504,8073,0,10,5196244,20150331,491787,57539,376137,0,-409531,8775,11076458,14
463231,9003304,201309,1,371,55,232,48036,49007,19719,-12175,36378,0,3490886,33,117,4486831,16,416374,14,37076,0,0,0,0,0,0,0,1840761,176,1654,0,1368,0,584,0,0,8,21282,0,19,95940,0,0,0,40,0.0,80145,15795,0,0,0,0,0,0,0,10,31590,20160731,321316,375939,165432,0,-325033,11583,9204613,14
59533,27806100,201310,1,266,30,90,142453,1665955,46115,75597,6743,-92978,0,0,117,0,0,0,22,617653,308231,0,0,0,0,0,0,0,70,1879,1627,0,0,0,0,27378,7,51832,0,0,0,162384,0,0,11,0.0,0,4376214,1147358,1147358,174477,0,-7254,9828,0,10,6565012,20150630,6161466,7208915,530317,0,-5148,61074,28007410,14
120170,25692016,201310,1,1346,33,102,58554,388003,21992,14199,17051,0,709772,352,117,1990013,2,14625,46,107950,24374,0,0,0,0,0,0,5251311,0,2520,0,0,0,0,2,0,6,24718,628524,8,35100,0,0,0,39,0.0,16380,22113,2473,2473,0,0,-796341,117,0,10,37908,20180228,930657,1088868,868503,0,-3009237,9243,25893326,14
447998,28183985,201310,1,743,34,36,13198,32503,5745,626,5744,-52183,472834,0,117,0,6,84201,2,15659,0,0,0,0,0,0,0,2542878,0,157,0,0,0,0,0,0,5,6459,0,18,280800,0,0,0,64,0.0,35100,12636,0,0,0,0,0,0,0,10,15795,20131231,13518,15816,15659,0,-112346,0,28385295,14
453588,19266133,201308,1,578,60,140,99455,779079,40183,45333,5327,-42902,261479,0,117,86221,4,134207,24,398053,27330,2,1504835,0,0,0,0,0,0,0,0,0,4,0,8,18392,10,45518,0,3,52650,2048467,23400,0,106,1.0,52650,9477,1121223,1121223,52138,0,-1170,17316,0,10,9477,20160531,797302,932843,60589,0,-5031,8424,19467441,14
236362,11187398,201309,1,587,42,181,47425,1034834,44017,-4931,7844,-101,235473,0,117,31143,0,0,11,423174,792918,1,87126,0,9510435,0,0,0,0,1036,153,0,0,0,0,27378,8,49474,0,1,5850,0,0,0,14,0.0,0,4282334,79663,79663,492174,0,-770246,12753,0,10,6424178,20150331,354962,415305,146268,0,-892301,7722,11388707,14
233250,17678868,201308,1,728,40,115,106478,1748178,23942,49018,21525,0,1105764,6978849,117,8955594,2,125398,0,0,0,1,6074555,0,0,0,0,0,658,0,0,0,2,0,0,18392,5,2712,0,0,0,1627714,0,0,12,0.0,0,78975,0,0,0,0,-159534,0,0,10,15795,20180131,0,0,0,0,0,0,17880176,14
274192,18271507,201308,1,47,35,144,61186,618332,13301,3763,3297,-422599,27303,0,117,277753,0,0,14,814757,42403,2,3165987,0,0,0,0,1751022,0,3061,0,6132,0,0,8,2457,7,15068,0,0,0,0,0,0,37,1.0,0,15795,42788,42788,14587,0,-431856,20826,0,10,22113,20140930,697892,816533,306062,0,-892911,17082,18472815,14
359096,16530932,201310,1,302,55,162,146527,1460165,137652,-23756,31341,-60246,432884,67,117,2831906,0,0,35,4491821,0,0,0,0,0,0,0,3018366,1423,1064,0,6635,0,0,0,5382,6,154717,0,3,64350,0,0,0,124,1.0,64350,0,0,0,0,0,0,0,0,10,6565012,20180131,3843886,4497346,3866088,0,-219492,27261,16732242,14
286022,23637655,201309,1,146,36,68,40669,1173526,34085,-18517,24144,-5148,2098052,0,117,4138347,0,0,36,2757053,1500769,0,0,0,0,0,6699,0,455,3900,0,9689,0,0,0,27378,4,38311,0,0,0,0,0,0,40,1.0,0,63953,1765464,49046,1262878,0,-236595,43758,0,10,63953,20151231,277203,927817,2806158,3272229,-768994,60957,23838964,14
262871,10404314,201308,1,965,56,231,92056,1312432,57706,15301,14058,0,519758,504,117,1642789,1,45045,32,1463231,0,0,0,0,482995,0,0,163800,1425,3635,0,0,1,0,19,0,8,65369,0,4,50895,0,0,0,12,0.0,29250,0,0,0,0,0,0,0,0,10,6235362,20140531,1231851,1441265,781395,0,-1441672,35451,10605622,14
195589,8895059,201310,1,488,47,16,22468,402759,2562,-9537,6843,-34555,8973,0,117,0,0,0,19,1201839,0,0,0,0,0,0,0,0,0,868,0,0,0,0,1,18392,3,28797,0,0,0,0,0,0,4,0.0,0,110565,0,0,0,0,0,0,0,10,25272,20150731,1027468,1202137,1045457,0,-311707,585,9096369,14
11378,25960028,201308,1,179,40,97,16425,283172,19874,-5064,2116,0,139322,0,117,393425,1,1170,20,322794,0,0,0,0,0,0,0,0,0,264,0,0,1,0,8,18392,3,22513,0,0,0,0,0,0,19,0.0,0,12636,0,0,0,0,0,0,0,10,31590,20140831,25706,30076,8056,0,-301673,7956,26161336,14
536415,24546376,201309,1,614,35,96,34388,369398,18729,694,1269,-9776,54071,55956,117,56067,18,403199,9,307102,461651,0,0,0,0,5279766,0,1955421,310,1208,1000,750,0,0,0,2106,9,2105,335556,7,40365,0,0,0,66,0.0,8775,25272,533249,172101,461183,0,-567204,9009,0,10,25272,20150930,262891,305897,197163,0,-301012,4914,24747685,14
45784,9305633,201309,1,1118,57,70,167281,192791,103549,-4622,59094,4647663,78918,348505,117,6407811,3,86363,29,946417,244057,0,0,0,0,0,0,0,0,885,969,9991,0,17272,0,27378,43,111056,0,0,0,2513218,0,0,186,1.0,0,423495,244183,244183,21748,244183,-423107,2106,0,10,63953,20131231,761563,891028,275334,891028,-1554483,22464,9506942,14
475692,26603180,201309,1,101,37,96,84713,115600,36382,-8524,49833,0,6087218,128,117,597386,2,29088,3,68056,91272,0,0,0,0,0,0,0,0,0,213,0,0,0,0,27378,7,39581,0,1,9360,0,0,0,0,0.0,0,3197539,92413,92413,21258,0,-112593,3627,0,10,4282334,20150630,16316,19089,-4914,0,0,0,26804489,14
335412,6067218,201309,1,215,34,173,3114,96053,10394,-1983,19715,0,1223352,5131737,117,7689433,5,134019,2,79958,0,0,0,0,0,0,0,165906,0,517,0,904,0,3919,0,0,3,11683,0,2,46800,0,0,0,35,1.0,46800,110565,0,0,0,0,0,0,0,10,12636,20140930,71237,83347,51714,0,-86892,1872,6268527,12
333711,24319617,201308,1,128,30,56,28397,660523,5246,-1925,21712,0,1245029,0,117,454657,4,17480,3,13661,0,0,0,0,0,946726,0,1764594,12,391,0,0,4,0,2,0,5,5943,0,6,93600,0,0,0,17,0.0,0,0,0,0,0,0,0,0,0,10,12636,20150930,116761,13661,3913,0,-136787,4914,24520925,11
288844,6184567,201308,1,545,64,199,65697,818014,31333,13432,15939,0,142116,0,117,1269054,1,702,18,488768,0,1,1662255,0,0,0,0,0,12,1391,0,0,1,0,9,27378,12,35493,0,1,23400,0,0,0,0,0.0,23400,4101683,0,0,0,0,0,0,0,10,6153172,20180331,431156,449357,238665,505447,-435028,17316,6385875,14
82292,29267102,201309,1,860,28,32,16668,371389,9792,1628,4249,-962,253376,0,117,0,8,203418,5,116728,0,0,0,0,0,1182142,0,0,2715,0,0,258,0,3393,0,0,4,11005,0,2,10530,0,0,0,11,0.0,10530,15795,0,0,0,0,0,0,0,10,15795,20140731,100643,117752,0,0,-241443,2457,29468411,8
435926,6041278,201310,1,530,57,233,49356,658319,9912,14966,18747,0,1333185,0,117,202351,6,175856,7,296359,216026,0,0,0,0,0,0,1399437,0,2223,0,1254,0,0,0,1345,8,1114,0,17,103545,0,0,0,36,0.0,0,15795,458383,458383,165497,0,-1638,3978,0,10,31590,20160731,1351827,1581637,222295,0,-31122,1521,6242588,14
171425,10438721,201309,1,260,68,113,27909,425227,24257,-5411,8532,-27119,481396,57528,117,635731,0,0,20,392547,0,0,0,0,0,0,0,0,35,1820,0,0,0,0,0,18392,2,27264,0,0,0,0,0,0,0,1.0,0,15795,0,0,0,0,0,0,0,10,31590,20140930,339692,397439,32034,397439,-432038,7488,10640030,14
389304,16401647,201308,1,833,33,194,47411,794307,35488,6513,3678,-132386,59042,0,117,0,0,0,21,472795,108097,2,877847,0,0,0,0,0,0,2573,0,0,0,0,14,18392,8,4020,0,0,0,78975,23400,0,31,1.0,0,110565,108487,108487,62064,0,-115764,1287,0,10,15795,20151231,306338,341202,314995,0,-568348,0,16602955,14
347507,17455814,201308,1,1166,36,57,4159,339308,16193,-22391,12105,-150863,623216,12,117,1486632,7,117512,34,121100,51456,0,0,0,0,496999,0,1955421,0,674,0,3975,7,0,26,0,5,18343,126594,3,26910,0,0,0,107,1.0,26910,18954,51868,51868,51456,0,-51868,234,0,10,37908,20150131,1039484,1216196,714094,0,-987178,16965,17657122,14
317381,10070935,201309,1,545,47,173,46543,1098758,21155,20809,89,-338125,0,0,117,0,0,0,9,124411,0,1,1133979,0,0,0,0,0,103,170,0,0,0,0,0,18392,4,23779,0,0,0,0,0,0,28,1.0,0,6318,0,0,0,0,0,0,0,10,110565,20140531,1094632,1280719,81348,17433,-17316,17433,10272244,14
52851,17519893,201308,1,845,44,150,89534,1323674,44836,35181,3022,-163253,224776,372,117,373,1,4212,11,231072,42152,1,7716437,0,0,0,0,0,0,0,0,0,1,0,6,27378,7,50789,0,2,5850,0,0,0,1,0.0,0,415647,10115,10115,6435,0,0,0,0,10,4101683,20140331,349343,408731,90855,6201,-598637,6201,17721201,14
399954,16910727,201310,1,536,38,158,68587,550579,69909,-5361,4231,-17559,14394,0,117,161325,0,0,6,249578,0,0,0,0,0,0,0,0,1332,1130,0,0,0,0,1,18392,6,78577,0,0,0,0,0,0,0,0.0,0,12636,0,0,0,0,-43429,0,0,10,15795,20160630,208935,244453,118872,0,-198366,819,17112037,14
140096,41475380,201308,1,1310,46,29,4443,919139,19548,21267,0,-236523,0,0,117,0,0,0,0,0,0,1,2592939,0,0,0,0,0,0,0,0,0,0,0,0,18392,3,22143,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,10,110565,20150731,0,0,0,0,0,0,41676688,14
317703,37721129,201309,1,1157,35,49,32879,295421,1943,684,4655,-20189,41991,0,117,953417,7,108223,0,0,0,1,170806,0,0,0,0,133263,0,0,0,0,0,0,0,0,4,21838,0,4,77220,0,0,0,21,0.0,23400,12636,0,0,0,0,0,0,0,10,22113,20151130,0,0,0,0,0,0,37922438,14
443809,7028661,201309,1,473,60,232,2688,390546,10796,4962,8785,-12137,691243,767,117,923532,7,198071,7,180753,232956,0,0,0,0,0,0,1276002,858,638,0,474,0,234,0,1872,8,12136,0,7,117000,0,0,0,32,0.0,81900,12636,235414,235414,125775,0,-8116,3159,0,10,15795,20160831,155894,182395,63755,0,-202587,7254,7229970,14
165164,11180282,201310,1,539,43,78,127106,1060816,10267,78961,20901,-308057,40864,0,0,1190202,0,0,13,29343,76536,1,1099800,0,0,0,0,153738,15,249,0,0,0,0,0,0,13,1154,0,3,42705,0,0,1,92,0.0,35100,18954,-304735,-304735,0,0,-660675,0,0,10,22113,20160630,-643057,-752376,24923,0,-3871725,0,11381592,14
325163,24268728,201309,1,743,61,105,24262,298564,5373,11702,4442,0,448429,4614,117,102542,8,173723,14,188124,0,3,2286177,0,0,0,0,960804,268,0,0,0,0,5148,0,0,8,604,0,11,59670,0,0,0,15,0.0,57330,4282334,0,0,0,0,0,0,0,10,4282334,20140331,163489,191282,0,0,-204845,9945,24470037,14
511891,26721999,201309,1,794,42,95,35662,478879,22222,4147,734,13809,468748,0,117,21774,8,503294,7,175898,201351,0,0,0,0,0,0,3281499,362,865,0,0,0,0,0,5382,6,24978,0,7,187200,17550,0,0,0,0.0,187200,4263084,201608,201608,38861,0,-149803,3159,0,10,63953,20150831,151188,176889,86461,176889,-205356,5967,26923308,14
271149,9222518,201309,1,806,45,191,24609,562876,351,1751,524,-176982,45935,0,117,0,4,158654,0,0,8628,2,2966277,0,0,0,0,1175499,42,0,86,0,0,0,0,0,6,3946,0,10,71370,0,0,0,0,1.0,71370,12636,8715,8715,8628,0,-6972,0,0,10,12636,20160531,0,0,0,0,0,0,9423827,14
441420,7469444,201309,1,890,47,176,81302,1196544,54415,21182,1798,-18440,25566,0,117,0,0,0,17,21864,80639,0,0,0,1196676,0,0,0,0,1380,0,0,0,0,0,18392,9,61162,0,0,0,0,0,0,0,1.0,0,78975,81725,81725,0,0,-213425,4095,0,10,9477,20160531,218889,2561,13799,2561,-122822,8307,7670753,14
316952,32086074,201310,1,1256,57,44,13925,242469,1126,2153,8786,0,851506,0,117,242856,3,11105,1,44966,0,0,0,0,0,0,0,1739088,0,0,0,0,1,10414,0,0,4,1265,46800,3,81900,0,0,0,57,0.0,46800,3267638,0,0,0,0,0,0,0,10,3267638,20160531,38503,45048,0,0,-520824,2223,32287384,14
184167,22886975,201309,1,938,30,96,43492,889253,11146,25269,2377,-31492,185298,0,117,0,5,102503,5,103307,0,1,5553478,0,0,0,0,1395459,0,495,0,0,0,5968,0,1872,6,12527,0,6,49140,0,0,0,8,0.0,49140,110565,0,0,0,0,0,0,0,10,15795,20160630,88832,103933,49509,0,-112142,2925,23088284,14
152576,9186861,201309,1,1079,55,92,50105,484638,2399,10423,11897,956604,74723,0,117,1128315,0,0,8,254869,137325,0,0,0,0,0,0,0,12,268,0,0,0,0,0,18392,3,26964,0,0,0,0,0,0,18,0.0,0,110565,139635,139635,0,0,-139886,702,0,10,110565,20150228,219847,25722,148707,0,-139686,4914,9388170,14
542440,8442151,201308,1,233,54,231,220553,2246263,30645,0,162314,0,"1,6096111E+7",0,0,1481192,51,2792435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,585,2,34715,0,12,280800,0,0,0,0,1.0,280800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8643459,14
567354,7230456,201308,1,491,65,231,35021,403733,33009,-4513,6233,0,41422,62067,117,317251,17,283705,23,423218,0,0,0,0,0,0,0,0,3465,1556,0,14,17,0,17,18392,8,37389,111501,5,19890,383906,38961,2,110,0.0,5850,0,0,0,0,0,0,0,0,10,25272,20140930,246544,288456,28585,0,-349881,13338,7431764,14
555591,24608957,201308,1,797,33,103,53122,923005,22086,24508,2019,-177554,88195,0,117,0,10,137169,44,401687,67725,1,3150464,0,0,0,0,1140516,12,203,0,263,12,0,21,1872,12,25018,0,20,59085,0,0,0,41,0.0,52065,78975,68463,68463,0,0,-64429,234,1,10,9477,20150228,354125,413049,67466,54456,-434346,6786,24810265,14
508794,33970177,201309,1,797,28,61,71073,972167,19722,31331,12559,14387,1039547,709846,117,1106369,3,95447,7,135002,9268,5,3198137,0,0,0,0,894933,31,0,566,35,0,702,0,1872,13,22166,0,6,118755,0,941850,24,113,1.0,118755,426465,94002,94002,56605,0,-84544,2106,0,10,552825,20141130,119551,123867,71303,140074,-157514,3393,34171486,14
320760,10608613,201310,1,275,49,233,2026,263973,2219,-2056,407,-12434,10393,0,117,0,0,0,12,17676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,5,2494,0,0,0,0,0,0,0,0.0,0,110565,-2,-2,0,0,0,0,0,10,44226,20180131,153074,179096,24695,179244,-20709,8073,10809923,14
86136,5783130,201310,1,665,44,232,76382,184857,209875,-16724,53143,-222118,324848,6542,117,6577,15,381466,49,3267198,324652,0,0,0,0,0,0,0,3605,11333,0,4912,0,0,5,27378,9,235895,0,0,0,0,11700,5,29,1.0,0,4331939,333603,333603,0,684603,0,17082,0,10,6565012,20151231,5507073,6443275,2245431,0,-5850,80496,5984440,14
182870,36279175,201309,1,422,28,60,42194,439346,37244,-9388,13619,-4743,32293,67,117,671,0,0,58,1466962,0,4,9757746,0,0,0,0,1981395,0,2362,0,2589,0,0,0,0,9,41862,0,7,25740,0,0,0,104,0.0,10530,0,0,0,0,0,0,0,0,10,3183166,20180331,1262522,1466338,125972,1477286,-1345364,13923,36480484,14
31160,9820860,201308,1,353,42,202,59001,969023,10511,37762,3683,0,229703,95047,117,959564,0,0,0,0,0,1,8726633,0,0,0,0,1777347,62,0,0,0,0,0,0,1872,5,11907,64350,7,109980,0,0,0,0,1.0,109980,0,0,0,0,0,0,0,0,10,9477,20150731,0,0,0,0,0,0,10022168,14
486110,26617212,201310,1,941,67,97,50023,648713,41429,-334,10685,0,969843,11064,117,663098,0,0,28,459185,7792,0,0,0,0,0,0,0,0,986,0,0,0,0,2,27378,6,46566,0,6,101790,0,0,0,0,0.0,97110,4376214,78387,78387,0,0,-130598,468,0,10,6565012,20211031,370381,433345,102101,0,-417789,8073,26818522,14
124678,29683754,201310,1,689,61,82,149974,1958423,55818,66762,13713,-393802,155515,788,117,793,2,49887,36,1007677,0,9,8464045,0,0,3741045,0,0,0,2880,0,0,0,0,0,27378,17,62738,0,6,39780,0,297297,0,64,1.0,26910,6565012,0,0,0,0,0,0,0,10,6565012,20140831,880625,1030331,58633,0,-986127,16497,29885064,14
226402,30402482,201310,1,308,66,79,119045,832084,49803,44736,14445,50211,441093,0,117,594439,0,0,20,436332,606179,1,599991,0,0,0,0,0,12,1307,666,0,0,0,0,18392,11,55979,0,0,0,349245,3367648,0,45,1.0,0,12636,487901,487901,25149,0,0,0,0,10,15795,20160430,374092,437687,130651,0,-487682,8424,30603792,14
422192,21782043,201310,1,128,33,125,38657,44823,17968,-4109,21792,0,221585,0,117,1352523,11,452607,23,788303,463348,0,0,0,0,0,0,2297997,12,1178,0,1070,3,42178,2,0,6,20196,0,5,98865,0,0,0,27,0.0,0,78975,555955,92609,463348,0,0,11115,0,10,15795,20160531,710811,820598,699574,0,-1060179,26676,21983353,14
497667,31006234,201308,0,107,0,75,245937,0,153595,74079,4846,-1116521,0,305,117,306,0,0,51,1761903,364816,7,6511142,0,0,0,0,0,450,4698,0,0,0,0,46,40248,20,173987,0,4,35100,699402,0,0,73,1.0,18720,4191267,368726,368726,325517,0,-496309,5616,0,10,5239747,20141031,1307551,1528544,1047596,0,-7020,23985,31207542,14
405916,23414840,201308,1,434,35,111,102261,629516,101083,-12625,13632,0,568236,0,117,70980,5,16004,12,39332,0,0,0,0,0,0,0,0,12,2567,0,4223,5,0,12,18392,10,114504,0,0,0,0,0,0,122,1.0,0,18954,0,0,0,0,0,0,0,10,18954,20140630,34372,388891,301266,0,-492848,3042,23616148,14
582809,8478252,201309,1,2,45,285,62851,125048,11385,5191,38797,1467385,234847,7,117,4734038,0,0,7,293974,10714,0,0,0,1962598,0,0,1574001,0,545,0,0,0,0,0,0,7,12796,0,6,80730,0,0,0,40,0.0,80730,15795,10753,10753,0,0,-10773,468,0,10,25272,20170228,251424,294166,54522,294166,-343431,11349,8679561,11
421391,7559498,201309,1,98,70,232,57902,602035,59496,-23031,21668,0,1101908,3163,117,67579,0,0,6,815903,577134,0,0,0,0,0,1784533,0,2440,5367,42,0,0,0,0,16286,4,66872,0,0,0,0,0,0,9,0.0,0,22113,575789,575789,303247,575789,-221946,12402,0,10,63180,20160430,697044,815541,536679,0,-50828,5031,7760807,14
127725,17929113,201309,1,59,48,122,101557,1334755,28163,38387,24343,-188758,704944,7,117,99966,0,0,50,2910287,55757,2,8446231,0,0,0,0,3233997,0,1132,917,0,0,0,0,936,7,31653,0,2,37440,0,0,5,15,0.0,32760,3197539,563801,563801,254985,0,-655106,16848,0,10,5353594,20160531,244377,285921,2201807,0,-1068109,39312,18130422,14
567372,7230935,201308,1,626,38,180,74937,1084255,28877,31982,7385,-13993,497872,0,117,0,0,0,22,79667,0,4,"1,8042644E+7",0,0,0,0,0,0,1825,0,0,0,0,10,9196,7,32712,0,0,0,0,15912,2,47,1.0,0,3129541,0,0,0,0,0,0,0,10,3129541,20150930,653014,764026,477314,0,-916012,1404,7432243,14
552358,22588443,201308,1,299,36,120,28574,402311,3401,11632,9884,-522,906595,171,117,248321,18,155955,2,62501,223636,0,0,0,0,0,0,2499354,774,0,0,1075,18,0,4,0,7,3853,574602,6,58500,0,0,0,50,0.0,35100,3103559,226237,226237,96987,0,-178138,7254,0,10,415647,20140930,64617,75601,126188,0,-864995,1521,22789751,14
71195,25976077,201309,1,611,32,99,47884,484031,42956,2712,150,115152,201836,26711,117,282612,0,0,9,464649,0,0,0,0,0,0,0,0,0,82,0,312,0,0,0,18392,7,48275,0,0,0,0,0,0,45,0.0,0,22113,0,0,0,0,0,0,0,10,22113,20160930,3813,446121,27786,0,-435614,20592,26177386,14
317618,37711624,201310,1,1256,29,50,75039,64658,26164,31422,10351,-33946,259539,0,117,810729,7,62414,12,421304,377826,1,253142,0,0,0,0,0,177,3538,0,0,0,0,0,0,7,29406,0,1,35100,0,0,0,38,0.0,35100,15795,388517,388517,351,0,-29392,2574,0,10,15795,20160630,1801086,2106586,354504,0,-50895,52767,37912934,8
374202,31248096,201308,1,356,27,74,18126,43823,7881,1967,679,-403,626666,0,117,0,12,793166,7,346119,16419,0,0,0,0,0,0,2559375,0,394,0,0,12,0,3,5382,6,8927,0,23,260910,0,0,5,25,0.0,58500,3129541,16465,16465,0,0,-16439,819,0,10,4191267,20140228,296427,346819,39416,0,-344276,4329,31449404,14
532349,24510360,201308,1,737,39,43,6853,785746,32869,4041,26438,0,2514982,7997,117,4556779,11,379765,6,346793,0,0,0,0,0,0,0,0,0,58,0,6139,12,0,1,27378,5,37234,0,4,122850,0,0,0,50,1.0,111150,3129541,0,0,0,0,0,0,0,10,4191267,20140630,353326,413391,5838,0,-549432,8541,24711668,14
25096,9749094,201310,1,224,55,286,69354,929715,29804,2403,9773,-91052,398,0,117,0,0,0,8,191373,0,3,2739998,0,0,0,0,0,0,0,0,0,0,0,0,18392,10,33498,0,0,0,0,57915,3,18,0.0,0,78975,60209,60209,0,0,-4914,5382,0,10,18954,20140731,28296,331063,92313,0,-7254,15912,9950404,14
214988,23953572,201310,1,275,60,35,6103,690356,28116,19725,8407,44188,365417,987988,117,1367455,0,0,8,96561,193041,0,0,0,0,2134655,0,0,0,393,0,0,0,0,0,27378,5,31601,0,0,0,0,0,2,85,0.0,0,4376214,187524,187524,0,0,-19539,9009,0,10,6565012,20131231,-92889,-83431,43494,0,-14625,0,24154882,14
