numero_de_cliente;meses_activo
35142738;16
35143552;6
35143572;4
35143622;16
35144498;16
35144506;16
35144618;16
35144911;3
35144934;16
35145980;4
35146836;16
35146910;4
35147053;16
35147905;16
35148361;16
35148785;13
35148808;5
35148870;10
35149094;16
35149167;16
35149179;16
35149457;8
35150286;1
35151097;6
35151213;16
35151571;16
35152968;2
35153049;16
35153509;16
35153640;4
35153667;4
35154516;16
35155484;16
35155569;5
35155801;16
35156125;13
35156704;16
35156928;16
35157669;16
35157750;16
35157757;13
35158070;14
35158120;16
35158201;16
35158722;16
35159251;16
35159548;16
35160544;6
35161149;16
35162249;16
35162253;16
35163947;9
35164225;16
35164599;14
35164819;13
35165298;12
35166062;16
35166243;8
35167486;16
35168443;16
35168910;16
35169226;16
35169662;16
35169689;10
35169894;16
35170079;16
35170326;16
35170392;13
35170708;16
35170751;16
35171326;16
35171395;2
35172831;16
35173155;16
35173159;16
35173359;16
35173626;16
35173838;16
35173965;4
35175289;16
35175706;16
35176547;16
35176701;8
35176983;16
35176998;16
35177164;16
35177350;16
35177847;16
35179001;9
35179634;16
35180433;16
35180807;16
35180823;16
35180950;16
35181019;16
35181035;16
35181043;16
35181861;16
35181938;6
35182320;16
35182687;16
35183385;16
35183644;16
35184905;16
35185280;10
35185616;16
35185631;16
35186187;16
35186495;16
35187244;16
35187306;16
35187344;16
35188290;16
35188768;16
35188834;16
35189139;12
35189575;12
35189617;16
35189787;16
35189837;16
35190543;16
35190744;16
35190868;16
35191385;16
35191578;16
35191636;16
35192187;5
35192643;16
35192786;16
35193399;3
35193426;16
35194071;16
35195271;16
35195985;16
35196193;16
35196405;2
35197455;16
35197470;16
35197791;16
35197814;12
35198636;16
35198748;3
35199766;14
35200758;16
35201646;2
35202692;16
35202722;16
35202757;16
35202773;16
35202996;1
35203776;16
35204085;16
35205042;16
35205659;16
35205841;16
35205887;16
35207029;15
35207369;1
35207450;16
35207701;3
35207704;16
35207801;16
35208712;16
35209051;16
35209703;16
35209746;3
35210055;11
35210537;16
35211274;13
35212061;16
35212551;9
35212598;16
35212706;5
35213566;13
35214442;16
35214500;4
35214983;4
35215010;16
35215392;16
35215395;16
35215862;16
35216109;16
35216765;16
35218008;16
35218263;16
35218772;16
35218911;16
35219768;16
35220462;16
35220466;16
35220470;16
35220478;4
35220659;16
35221446;1
35221659;1
35221948;16
35222396;16
35222465;16
35222778;16
35223098;16
35223171;16
35223279;5
35223812;16
35223816;12
35224179;4
35225568;16
35225996;11
35226054;16
35227385;4
35227397;16
35227586;16
35228609;4
35229153;13
35229728;6
35230125;16
35230160;11
35230175;16
35230233;16
35230554;16
35231399;16
35231630;16
35231677;16
35231904;16
35232545;16
35232904;16
35234366;6
35234991;16
35235439;16
35236180;16
35236624;16
35237465;9
35237974;16
35238218;16
35238403;12
35239097;12
35239487;16
35240213;16
35240448;16
35240498;16
35240587;16
35241150;16
35241475;16
35241961;4
35243697;14
35243817;16
35244596;1
35246306;7
35246700;16
35246893;15
35247954;16
35248216;16
35248552;16
35249304;16
35249536;16
35249548;16
35251442;12
35252519;16
35252704;16
35253106;16
35253646;14
35254144;16
35254607;16
35254996;15
35255255;16
35255440;5
35255645;16
35255726;7
35255988;14
35256644;13
35256745;16
35256926;4
35257242;16
35257470;16
35257698;12
35257887;16
35258192;4
35258257;16
35259006;16
35259021;16
35259164;4
35259604;16
35259643;13
35259878;16
35259909;7
35259986;16
35260025;16
35260569;16
35260901;15
35260939;16
35261368;16
35261422;1
35262035;12
35262676;16
35263891;16
35263961;16
35263980;16
35264169;16
35264787;16
35265119;16
35265138;16
35265196;16
35268183;16
35268445;3
35268542;11
35268669;2
35268785;16
35269178;4
35269576;16
35270317;2
35270502;16
35271131;16
35271166;16
35271602;8
35271687;16
35272096;16
35272231;14
35272567;16
35272578;16
35272617;16
35273547;16
35274450;4
35274538;16
35274593;16
35275445;4
35276696;16
35277317;2
35277402;10
35277888;16
35278066;16
35278378;4
35279628;16
35280103;16
35280597;11
35280790;16
35280898;16
35281292;16
35282241;14
35284742;16
35285128;16
35285359;16
35285772;16
35286586;16
35286613;16
35287543;16
35287871;16
35288037;16
35288045;4
35288747;16
35289149;16
35290858;16
35291553;16
35292545;16
35292946;16
35293050;16
35294794;2
35294883;16
35295311;12
35295423;16
35295875;16
35296612;16
35297403;5
5610023;16
5622218;16
5623248;16
5627725;16
5628882;7
5634987;16
5635605;16
5640930;16
5650138;16
5654143;16
5654159;16
5654599;16
5655729;16
5673060;16
5674206;16
5681164;16
5691796;16
5702578;13
5707351;16
5709609;16
5712113;16
5725122;16
5730598;16
5759382;16
5763828;16
5771005;16
5772209;16
5778257;16
5778673;16
5779796;4
5783146;16
5784898;12
5790926;16
5799894;16
5810838;16
5816974;16
5818556;16
5818618;16
5820277;16
5837998;1
5843790;16
5844149;16
5853557;16
5858018;16
5874442;16
5876530;16
5881118;16
5886081;16
5887370;8
5894663;4
5898904;16
5900645;16
5905916;16
5911573;16
5913939;13
5914591;16
5915293;16
5920438;14
5920885;16
5927079;16
5932875;16
5937900;4
5939478;16
5941060;4
5947620;16
5950611;16
5951599;16
5956137;16
5961833;16
5964503;16
5965947;16
5967170;16
5967668;16
5969428;16
5970469;16
5972275;16
5973344;16
5983578;16
5984312;4
5997340;14
5997733;12
6018086;16
6020235;15
6020799;16
6023411;9
6029875;16
6034459;2
6035112;16
6036042;16
6037496;16
6038214;12
6041911;16
6043733;16
6051489;16
6054607;16
6057038;16
6062568;16
6067689;1
6069210;16
6070553;16
6076681;16
6077483;16
6103451;16
6123695;16
6126057;16
6132887;16
6133246;16
6147347;16
6155975;16
6159379;16
6160371;13
6161617;16
6184084;16
6198776;16
6199019;8
6202920;16
6212838;16
6215551;16
6226263;16
6230929;16
6232241;16
6233792;16
6236077;16
6236119;1
6236266;16
6237088;16
6239010;16
6239446;16
6245087;16
6248877;8
6265529;16
6271383;16
6277955;16
6278904;16
6290512;16
6295602;16
6305705;16
6319948;5
6322989;16
6323556;16
6326470;16
6330364;16
6332031;16
6334041;16
6335847;16
6335913;16
6338136;8
6339482;16
6340459;16
6342550;16
6355015;16
6356713;16
6359638;16
6361475;16
6365064;16
6366434;16
6368379;16
6370370;16
6386165;16
6388465;16
6399899;16
6409902;12
6410990;16
6411410;16
6411515;16
6419028;14
6424168;16
6432295;16
6435209;16
6438034;16
6440245;14
6441603;6
6449491;16
6455422;16
6461261;3
6468786;16
6472132;16
6480880;16
6480926;16
6481227;16
6485951;16
6491288;16
6495197;16
6497929;16
6501298;16
6504817;16
6506126;16
6508310;16
6511494;16
6511725;16
6512609;16
6517691;16
6520585;6
6524996;16
6526378;16
6535929;16
6541111;16
6541725;16
6551870;8
6552793;16
6555050;16
6559376;16
6561730;16
6564825;16
6567214;16
6567561;16
6570548;16
6570857;16
6571296;16
6572172;16
6576911;16
6579975;16
6584923;16
6586212;16
6594497;16
6599861;11
6603037;8
6606290;4
6613703;16
6619144;16
6622938;16
6635865;3
6640045;16
6642271;16
6648372;16
6656333;16
6660501;16
6673298;7
6673533;16
6674085;16
6690875;16
6692064;16
6692658;16
6692951;16
6696073;16
6696251;9
6696946;16
6700133;16
6711370;16
6711976;16
6716630;16
6723117;16
6723353;16
6724306;16
6730963;16
6743107;16
6747421;16
6749135;16
6753163;16
6754012;16
6760854;16
6764663;16
6764825;16
6765285;5
6765794;16
6767295;16
6774156;16
6776225;16
6781404;16
6789342;16
6792259;16
6796805;16
6816713;16
6817061;16
6817408;16
6817427;16
6823783;16
6831783;16
6835491;16
6837911;16
6857870;16
6865429;16
6865530;16
6867039;16
6886878;16
6887816;8
6888228;16
6895391;16
6907357;16
6912247;16
6920212;16
6920239;16
6923334;16
6930041;16
6932013;16
6934652;16
6936045;16
6939804;16
6942054;16
6947267;8
6948186;16
6950019;16
6950995;16
6952157;16
6955730;16
6965053;16
6969665;16
6974666;16
6985039;14
6985367;16
6997021;16
7005179;16
7008880;16
7009251;16
7012284;4
7012419;16
7015575;16
7024297;16
7026608;16
7034623;16
7062682;16
7067718;9
7085485;16
7091247;3
7091876;16
7101064;16
7112459;16
7123928;9
7125584;12
7131110;16
7139330;15
7145886;16
7147850;16
7151713;3
7160516;9
7178668;16
7200452;16
7203212;11
7205539;16
7207692;7
7208853;16
7210439;16
7218451;16
7219929;16
7221669;16
7223259;16
7223896;9
7234643;16
7238394;16
7241477;16
7242878;16
7245556;16
7251237;16
7258966;16
7261444;16
7267892;16
7283309;16
7302457;16
7303549;16
7305645;16
7309261;16
7309782;16
7310669;16
7322559;6
7323620;16
7325831;16
7328965;16
7329362;16
7329810;5
7333499;4
7333657;16
7341078;16
7342788;16
7360184;16
7361230;16
7365652;16
7385071;16
7385935;16
7386074;16
7399033;1
7400279;16
7405130;16
7405226;16
7410830;16
7411362;16
7413022;12
7413886;8
7414777;16
7423009;16
7423981;16
7426077;16
7427281;16
7427335;16
7436137;16
7439290;8
7458288;16
7459623;16
7466762;14
7469321;16
7470683;16
7489391;16
7499695;16
7500575;16
7504534;16
7504781;16
7508389;16
7509199;16
7511978;16
7518249;16
7525145;16
7537860;16
7541781;16
7545933;16
7549329;16
7562315;9
7563700;16
7565321;16
7568516;16
7570307;16
7577438;16
7579063;16
7580514;16
7587587;16
7589868;16
7595753;16
7595842;16
7604463;16
7607812;16
7623225;16
7627520;16
7628080;16
7629056;16
7631043;16
7631892;10
7632390;16
7634011;16
7640166;16
7640429;16
7643439;16
7644122;16
7646275;16
7647471;16
7649181;16
7650763;16
7651284;16
7651539;16
7657624;16
7658010;16
7660268;16
7663208;16
7663386;16
7668237;16
7669510;16
7670953;16
7673249;16
7673658;16
7681901;16
7685868;16
7697634;2
7719075;16
7719399;16
7725338;16
7725512;16
7740539;16
7741426;16
7746543;16
7748944;16
7763330;2
7764823;16
7769103;5
7775795;16
7776269;16
7796672;16
7798127;16
7802939;12
7825186;16
7828520;4
7833572;4
7840583;16
7851323;16
7859134;4
7873817;16
7875936;16
7881550;16
7902462;16
7902806;16
7904238;16
7912832;16
7928071;5
7930270;16
7932941;16
7951510;11
7962362;16
7972507;16
7978014;16
7978037;16
7978496;16
7980507;16
7991030;16
7999061;16
8002036;16
8007751;16
8028235;16
8029690;16
8038083;13
8042552;16
8053318;9
8055317;16
8059115;14
8068527;4
8074589;16
8074844;16
8079097;16
8080567;16
8083801;16
8085692;8
8086398;16
8086456;16
8102235;16
8109830;6
8115830;16
8116282;16
8116440;16
8122572;16
8138066;16
8139035;6
8144510;16
8154937;1
8157207;16
8168718;16
8172303;16
8174317;9
8175402;16
8175946;16
8183363;16
8185343;16
8185578;12
8186014;4
8194303;16
8197043;12
8209114;16
8213096;16
8215643;16
8217145;13
8219074;16
8221382;15
8225079;12
8240951;16
8244169;8
8245346;16
8245836;16
8255762;16
8255993;16
8263348;1
8271109;16
8273004;16
8274431;16
8278163;4
8279676;16
8279811;16
8281046;16
8285048;14
8293086;16
8297562;16
8297578;16
8298658;16
8301437;16
8302706;16
8309541;16
8309695;16
8310108;16
8310359;16
8326265;16
8331008;16
8336584;16
8340011;16
8343438;16
8349184;16
8349705;16
8351233;11
8361220;8
8362382;16
8367109;12
8368934;16
8372585;16
8375248;16
8377845;16
8381210;16
8382480;16
8382958;4
8384718;1
8386520;16
8393258;11
8394674;16
8395816;16
8395874;7
8401003;16
8401315;16
8407764;16
8414872;16
8418210;16
8424053;9
8428070;4
8447365;16
8454801;16
8462257;16
8464391;16
8469211;16
8469828;16
8470002;16
8480448;16
8480683;16
8485121;16
8486673;16
8487896;12
8493920;16
8494394;8
8499172;16
8500113;16
8501368;16
8511752;16
8512381;16
8513022;16
8513334;16
8521886;16
8527586;16
8542068;12
8546186;16
8560819;16
8561506;16
8575183;16
8584047;16
8585984;16
8591213;16
8616493;16
8622505;16
8628282;16
8650537;12
8654697;12
8658344;16
8668011;10
8668690;11
8669736;16
8677199;16
8681074;16
8687483;16
8696035;16
8700920;16
8709615;16
8710209;16
8710356;16
8718405;8
8728894;16
8733486;16
8735578;16
8742702;16
8752079;16
8765744;16
8771386;12
8781303;2
8792857;16
8794420;16
8797550;11
8799545;16
8799834;16
8803805;16
8804222;4
8824594;4
8825477;4
8826292;16
8841473;16
8846547;16
8849777;16
8852594;16
8862323;16
8865379;7
8874409;4
8874502;16
8875664;16
8879831;16
8881572;16
8883088;8
8886430;16
8887792;16
8891721;16
8891910;16
8896263;1
8904803;16
8911587;16
8919266;16
8919776;16
8919818;16
8926159;16
8926475;16
8928378;16
8944863;16
8958069;16
8958343;16
8960685;16
8964390;16
8974952;16
8978367;16
8979822;16
8985421;16
8986482;16
8993487;16
9006657;16
9016189;16
9023984;16
9026971;16
9027226;16
9029904;16
9031459;15
9032316;16
9033639;16
9035144;16
9039463;16
9048998;16
9051476;16
9052066;16
9055092;16
9057851;16
9066804;16
9067873;16
9069501;16
9078574;16
9088032;13
9097680;16
9102797;16
9105525;16
9106918;16
9115608;8
9123948;16
9128332;12
9128845;6
9132187;16
9137470;16
9140877;16
9144362;16
9146415;13
9148117;3
9152852;16
9153346;16
9158351;16
9168836;16
9170078;1
9174505;16
9182361;16
9185067;8
9186282;7
9187575;16
9192163;16
9199391;16
9199658;16
9209108;16
9214596;16
9218806;16
9223367;16
9226447;16
9231926;16
9234122;16
9241041;16
9241968;16
9248640;16
9249527;3
9268784;7
9282834;16
9289738;16
9292914;16
9292987;16
9293860;16
9294967;16
9306077;16
9306533;16
9309299;16
9320849;16
9322443;16
9323115;16
9334310;16
9334599;16
9339894;16
9345323;16
9350290;16
9363545;16
9374798;14
9375520;13
9383651;16
9417170;16
9418988;16
9419455;16
9426038;16
9436554;16
9444507;16
9451558;16
9460619;16
9461035;16
9462498;12
9465392;16
9468973;8
9472041;16
9472882;16
9472929;16
9475588;16
9476900;16
9484537;16
9484668;16
9488681;16
9489314;16
9493227;16
9508721;16
9517658;16
9524026;16
9533145;16
9535259;16
9541573;16
9545891;16
9545899;16
9546883;16
9558668;16
9567424;16
9572827;14
9573270;16
9574092;16
9579522;16
9582737;16
9584411;16
9591169;16
9595163;16
9610649;16
9632329;16
9633471;16
9641042;4
9648656;16
9650462;7
9651990;6
9652183;13
9655896;16
9661198;16
9664918;16
9674542;16
9675928;4
9676734;16
9680952;16
9682619;16
9683352;16
9684992;16
9688485;16
9691259;8
9698842;16
9729120;16
9736884;4
9744004;16
9745440;16
9746999;4
9748052;16
9754180;16
9756338;16
9757322;16
9765236;8
9767089;16
9770211;13
9773259;15
9777157;16
9781402;16
9782174;16
9796992;16
9801403;16
9806616;16
9811950;16
9818452;16
9823642;16
9824931;16
9826884;16
9827455;16
9832236;4
9840116;11
9850208;16
9851520;16
9856521;16
9877402;16
9886868;16
9891719;16
9899360;4
9911438;16
9931436;16
9932605;16
9939358;16
9939617;10
9939868;16
9966807;16
9970427;16
9975255;16
9985500;16
9993932;16
10001041;8
10006501;16
10011730;16
10013208;14
10023512;16
10028247;12
10037053;16
10038546;16
10047515;16
10047711;16
10047750;16
10069812;15
10083681;16
10083770;16
10093568;16
10099291;16
10099866;7
10101031;16
10105427;7
10115568;15
10118871;16
10122128;16
10123564;4
10125995;16
10138309;16
10142986;16
10157052;12
10159993;16
10171944;16
10178393;16
10179894;3
10182282;16
10182931;16
10187284;16
10187322;16
10195079;16
10201994;10
10205116;16
10207177;16
10219132;16
10234796;16
10238689;6
10239782;16
10240812;4
10243374;16
10252578;9
10260169;14
10262002;1
10268905;16
10278584;16
10286564;16
10287120;16
10288046;9
10292804;16
10297377;16
10297385;16
10312485;16
10327242;16
10331996;16
10341840;16
10347204;16
10351766;6
10353564;16
10364504;4
10365616;9
10368425;16
10369008;16
10371698;16
10378320;16
10396229;16
10396357;16
10401875;2
10402867;16
10405784;1
10411866;16
10416315;4
10419233;16
10419634;16
10427429;16
10432701;15
10435965;14
10440542;16
10440955;2
10451096;16
10453570;16
10456557;16
10456761;16
10458066;16
10463889;16
10466077;16
10469801;16
10477542;16
10479595;16
10495548;16
10504424;16
10506334;16
10510872;16
10514396;16
10515056;16
10532765;16
10533563;9
10533745;16
10538237;16
10539556;16
10542474;14
10543361;16
10552924;16
10556405;16
10558419;16
10559770;16
10560507;16
10566481;8
10567785;9
10570008;16
10570899;4
10592996;10
10596477;16
10596739;16
10603685;16
10610122;16
10615914;16
10618133;16
10621992;16
10626924;4
10627183;16
10630745;16
10642013;16
10643475;12
10647014;16
10655867;16
10657758;16
10658035;16
10660173;16
10661493;16
10668435;16
10674220;7
10674347;16
10675027;16
10685284;16
10687603;16
10687638;16
10688711;16
10690501;16
10707334;16
10712926;16
10715376;16
10722720;10
10723268;16
10729844;16
10729851;16
10731908;16
10735705;16
10738550;8
10740568;8
10745689;16
10748849;16
10752288;16
10753125;16
10764914;16
10765273;9
10768920;16
10771795;16
10774990;16
10777699;16
10782303;16
10786235;16
10798669;16
10803593;16
10804102;16
10805951;16
10806699;16
10816825;16
10825319;16
10826828;16
10827222;16
10831440;16
10832871;16
10834249;16
10838694;4
10841562;16
10843325;16
10846945;16
10847674;16
10860945;16
10861493;16
10861929;16
10864345;16
10871878;16
10872488;16
10875567;16
10876439;16
10880561;16
10888024;16
10891327;6
10902063;14
10902086;16
10914215;16
10919174;16
10922381;16
10922655;14
10922929;16
10935112;16
10937724;16
10938897;4
10975739;16
10978336;2
10979305;16
10979702;16
10985888;16
10986259;14
10987378;16
10991480;16
10992256;16
10993560;16
10994949;14
10995408;16
10997106;3
10999827;16
11003316;16
11004574;13
11005839;16
11010350;16
11010968;8
11016374;16
11016479;16
11018250;16
11041469;16
11043152;14
11054370;16
11055524;16
11062312;16
11070238;16
11076988;13
11080681;16
11083606;16
11084324;16
11086029;16
11087438;16
11094006;16
11099111;16
11104545;16
11109299;16
11114644;2
11121798;16
11125557;16
11135714;16
11136532;16
11138330;16
11144536;9
11152582;16
11156487;16
11163927;16
11169276;16
11174447;16
11177248;16
11180282;16
11186510;16
11189454;16
11191037;16
11196053;16
11198411;16
11207966;16
11208333;16
11208973;16
11209239;8
11224436;4
11225783;16
11225845;16
11228882;1
11228959;16
11234705;16
11235735;16
11240540;16
11240671;16
11241686;16
11249466;16
11257647;16
11259098;16
11265102;13
11265890;16
11267900;16
11271196;16
11274352;16
11277274;16
11277501;16
11282684;16
11294635;16
11303079;16
11320726;16
11323149;16
11337401;16
11381640;2
11441655;16
11489577;13
12188700;16
12284538;10
12829248;16
13175659;16
13266094;16
13951121;16
14205846;16
14230628;16
14661285;16
14804006;16
15082468;16
15121991;16
15173208;9
15229827;16
15236681;16
15239834;16
15241377;16
15250257;16
15252626;16
15254421;16
15263412;9
15267391;16
15268336;16
15274391;16
15278212;16
15281588;3
15284336;16
15294875;16
15297626;16
15301007;16
15312846;16
15315266;16
15315574;16
15318430;16
15319028;16
15320576;16
15322247;16
15324450;16
15328027;16
15333252;16
15339292;16
15339323;16
15348592;16
15352679;16
15377839;4
15379113;16
15379476;16
15387116;16
15388220;16
15388776;16
15389270;16
15405597;16
15407986;15
15412489;16
15415032;16
15421010;16
15423819;16
15429276;9
15430584;16
15445677;16
15461533;16
15467874;16
15468121;11
15470235;16
15472971;16
15473002;16
15473844;16
15476800;16
15481098;16
15502678;4
15503913;16
15511388;16
15522675;16
15524771;16
15530088;16
15530332;16
15535402;16
15536440;16
15543020;4
15548029;16
15553215;16
15553601;16
15566105;16
15567532;16
15569917;16
15576323;16
15577921;3
15578229;3
15583856;16
15586850;16
15595626;16
15596259;16
15600125;16
15600673;16
15604258;16
15606547;16
15607816;13
15633687;16
15635605;16
15643350;16
15644705;4
15645855;16
15647205;16
15647553;16
15647634;16
15650042;16
15650713;16
15653005;16
15655799;16
15660874;16
15664335;15
15668827;16
15668962;16
15695543;16
15698704;16
15703678;14
15704747;16
15706395;16
15711006;16
15711620;9
15712418;16
15729140;16
15732042;16
15738420;16
15741851;16
15744703;16
15748809;16
15754902;16
15765406;16
15769651;13
15771677;16
15773159;16
15777570;16
15786206;8
15790177;16
15790814;16
15799817;16
15804822;16
15816600;16
15817418;16
15818533;16
15819683;12
15936553;16
15945656;16
15950318;16
15954304;16
15954401;16
15957681;16
15958804;14
15962405;16
15965897;2
15966707;16
15968984;16
15971608;16
15975170;16
15984902;16
15985655;16
15985902;16
15986311;2
15988318;8
15998012;10
15998116;16
16007003;16
16020266;10
16021756;16
16023929;10
16030439;16
16030531;16
16041715;16
16041996;16
16042031;16
16047874;6
16052790;16
16056093;16
16056128;16
16064626;16
16064954;16
16065201;16
16068407;16
16069202;16
16075794;16
16077592;16
16079622;16
16080185;16
16083774;16
16084009;16
16084372;4
16089381;16
16090199;16
16092453;4
16092796;16
16092912;16
16093680;16
16097562;16
16099017;8
16107630;4
16110243;16
16110378;16
16112597;16
16115607;16
16119628;16
16121488;16
16129194;16
16129854;16
16139482;16
16142300;16
16147849;16
16151067;15
16154845;16
16157033;16
16161537;16
16162212;16
16166083;16
16167931;16
16169328;16
16170872;16
16171227;16
16173530;16
16174040;16
16185451;16
16185501;16
16185736;16
16186844;16
16187496;16
16188233;16
16190583;16
16190688;16
16191965;16
16192652;16
16197653;16
16204441;16
16206590;16
16208543;16
16214656;15
16215204;16
16215756;16
16218627;16
16222613;4
16226005;16
16226472;16
16227718;9
16233476;16
16239508;16
16240036;16
16240040;3
16245968;16
16246342;16
16248843;16
16249518;16
16250367;4
16253246;16
16255885;16
16256611;16
16260775;11
16265143;16
16265201;16
16265571;16
16270623;16
16286236;16
16286645;16
16287656;16
16293958;16
16298446;16
16300052;16
16307299;16
16309244;16
16309950;6
16309961;16
16311945;16
16316800;16
16319489;16
16320890;16
16321531;16
16322750;16
16326173;16
16327744;16
16335921;16
16337156;2
16338252;16
16340266;16
16341011;16
16341389;16
16341532;16
16342107;16
16343369;16
16349860;7
16350809;16
16351492;14
16355092;16
16356227;9
16356285;16
16362004;4
16363115;15
16364481;16
16366230;16
16367573;16
16374121;16
16374831;15
16384355;16
16386756;16
16387037;16
16387809;16
16389422;16
16389457;3
16391483;16
16392652;16
16392834;16
16393860;16
16394875;16
16395477;8
16396615;16
16399093;16
16405854;16
16407552;16
16410249;16
16413992;16
16416366;16
16418195;16
16420028;16
16420672;16
16429305;16
16429911;16
16430490;16
16433060;16
16435364;16
16436112;16
16446559;16
16448372;16
16448909;16
16449167;16
16449846;16
16450730;16
16456083;16
16457094;16
16460574;16
16465699;16
16471800;1
16475057;16
16477357;16
16488938;16
16490181;16
16492959;16
16501279;6
16507102;11
16508569;16
16510136;16
16510919;16
16515500;16
16525876;16
16534254;16
16542127;16
16551276;12
16566161;16
16570321;11
16572300;16
16572377;16
16578872;4
16579482;16
16580423;16
16582855;3
16591533;16
16593390;16
16595207;16
16595678;16
16595967;16
16597102;16
16598750;16
16602219;16
16614267;16
16622348;16
16628672;16
16629089;16
16631200;4
16632176;4
16632732;16
16636167;16
16637648;16
16641071;16
16641083;16
16645490;16
16649499;16
16660853;16
16670481;16
16677767;16
16678095;16
16679279;16
16680989;16
16685944;16
16691501;16
16701503;16
16701635;16
16705636;16
16709657;16
16713567;4
16717418;16
16723639;16
16729142;16
16729794;16
16731546;10
16733811;16
16733896;16
16740691;16
16748367;13
16748548;16
16756718;16
16758574;4
16760237;16
16772548;11
16773431;7
16777093;16
16777711;16
16779224;16
16784086;16
16797249;16
16800664;15
16802636;16
16806005;16
16807495;10
16812114;16
16813160;16
16818408;15
16819114;16
16822348;16
16827311;4
16831297;16
16832597;16
16836024;4
16838266;16
16840674;16
16843596;16
16848392;16
16849411;16
16861328;16
16867525;16
16868941;5
16874900;16
16876382;15
16879731;16
16879820;16
16880673;10
16882490;16
16884092;16
16891976;16
16893334;16
16898108;16
16907450;12
16910997;11
16911028;16
16914667;16
16915963;16
16918433;16
16919957;16
16926244;16
16927216;10
16931396;16
16932248;16
16932557;6
16936991;16
16937717;16
16941348;16
16944964;16
16947341;16
16953060;16
16954164;16
16959057;16
16968060;16
16970680;16
16972984;12
16975666;16
16979598;16
16981705;16
16984183;16
16986815;9
16990211;16
16997222;16
17000533;16
17017451;16
17017992;16
17019230;16
17028438;16
17050484;16
17053502;16
17054004;16
17056809;16
17056902;4
17062185;16
17062355;16
17062918;13
17068120;16
17069100;14
17074919;16
17080388;16
17083301;16
17084579;16
17092690;16
17093358;2
17096823;16
17097329;16
17099293;12
17099883;16
17101608;7
17103889;16
17105795;16
17106170;16
17110175;8
17121189;16
17134850;16
17136297;16
17138527;16
17139473;16
17142691;16
17144895;16
17152848;16
17169801;16
17171692;16
17172556;16
17175265;16
17182848;16
17188062;16
17191191;16
17193364;16
17199314;16
17202525;16
17202660;16
17204323;16
17211567;16
17215210;4
17223726;16
17224436;16
17224857;16
17233185;16
17234489;16
17236874;4
17238244;16
17238298;16
17244349;16
17246803;16
17250014;16
17253340;16
17255687;10
17262725;16
17263046;16
17263671;15
17266503;16
17269818;16
17271497;16
17273392;16
17274904;16
17279786;16
17281669;16
17283008;16
17291004;16
17295805;16
17297383;8
17306869;16
17306992;16
17308659;5
17309689;16
17314783;16
17324033;16
17328382;4
17329274;16
17333889;16
17337698;16
17338995;13
17339249;16
17340612;16
17348885;16
17350653;16
17350819;16
17350973;16
17352876;16
17356090;16
17358683;16
17359637;16
17364827;16
17370970;13
17372225;13
17378750;16
17382316;16
17384257;16
17385129;16
17385276;16
17399681;16
17409306;16
17410201;6
17412366;16
17430272;16
17431761;16
17434694;16
17434987;16
17435196;4
17435751;16
17439576;16
17441999;4
17444091;16
17444882;6
17453734;16
17454398;16
17456185;16
17456906;16
17461645;16
17468900;16
17470965;16
17472983;16
17478432;16
17482588;4
17487088;16
17487234;16
17488099;16
17488573;16
17491491;16
17492228;16
17499521;16
17501243;16
17505125;16
17508204;16
17509316;16
17510415;8
17527198;16
17529679;16
17531250;16
17545007;16
17546181;14
17546435;16
17547230;16
17547554;16
17548639;16
17551529;16
17554728;16
17556334;16
17567656;16
17568659;6
17570546;11
17570890;16
17572345;16
17575621;16
17578716;16
17583254;4
17588614;16
17589417;16
17591933;4
17592508;16
17594156;16
17596104;16
17597050;9
17599689;6
17601754;16
17601793;16
17601820;16
17604915;13
17607411;16
17610441;3
17611243;16
17612069;16
17612741;16
17613466;16
17613597;16
17613798;16
17614624;16
17614875;16
17617236;16
17618236;16
17618599;16
17619907;16
17620493;16
17620902;9
17621080;16
17621817;16
17623912;16
17626178;16
17626949;16
17630546;16
17630619;16
17631901;16
17633097;16
17633815;16
17634220;16
17634320;16
17640410;16
17641486;16
17643779;16
17647715;16
17654063;16
17663081;8
17663571;16
17663899;16
17665057;16
17667917;4
17680126;4
17683171;16
17686671;16
17692923;8
17697901;16
17711546;16
17715544;16
17720009;16
17723633;16
17724061;16
17725092;16
17726496;1
17736209;16
17737564;16
17739161;16
17751398;16
17751919;16
17752359;8
17770114;1
17775436;16
17777995;16
17779654;8
17781499;16
17791798;16
17792975;4
17794164;15
17798200;16
17800601;16
17810831;16
17815126;16
17816110;12
17833286;16
17833595;16
17836582;10
17836636;16
17838751;16
17839901;16
17843335;16
17847221;16
17847812;16
17852010;16
17855981;7
17857451;16
17861233;4
17869627;16
17869789;14
17875496;13
17878425;16
17878784;16
17879135;4
17882643;15
17884244;5
17885267;11
17888296;8
17890967;16
17892043;6
17900784;1
17902606;16
17909150;16
17913125;16
17915583;16
17916903;16
17920905;16
17922545;16
17925547;12
17929688;16
17936090;16
17940157;16
17942037;16
17946212;16
17947084;16
17947189;16
17949018;7
17950465;16
17957986;12
17962779;10
17962949;8
17967853;16
17967965;16
17970026;16
17977682;16
17982359;16
17982394;16
17989665;16
17991683;16
17999104;12
17999428;16
18002106;16
18007296;16
18007883;16
18009689;16
18010005;7
18010175;16
18010850;4
18012116;16
18012711;16
18012857;16
18013860;1
18014412;16
18014995;16
18021386;16
18024928;16
