age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit
25;student;single;secondary;no;154;no;no;cellular;2;sep;382;1;183;3;success;yes
27;student;single;tertiary;no;5169;yes;no;cellular;3;sep;431;1;466;3;success;yes
49;admin.;single;tertiary;no;228;yes;no;cellular;3;sep;252;2;93;2;success;yes
43;technician;married;secondary;no;4945;yes;no;cellular;3;sep;219;3;185;2;success;yes
52;management;married;unknown;no;1708;no;no;unknown;6;sep;310;1;75;4;failure;yes
48;management;married;tertiary;no;0;yes;no;cellular;6;sep;194;2;125;6;failure;yes
65;admin.;married;secondary;no;952;no;no;cellular;6;sep;255;1;96;1;success;yes
37;services;married;secondary;no;52;yes;no;cellular;6;sep;908;1;185;9;success;yes
37;management;married;tertiary;no;6771;no;no;cellular;7;sep;337;1;186;1;success;yes
51;management;single;tertiary;no;151;yes;no;cellular;8;sep;638;1;427;3;success;yes
38;admin.;married;secondary;no;0;yes;no;cellular;8;sep;210;1;92;3;success;yes
34;management;divorced;tertiary;no;2240;no;no;cellular;8;sep;220;2;184;3;success;yes
60;unemployed;married;secondary;no;957;no;no;cellular;8;sep;246;1;184;3;success;yes
36;management;married;tertiary;no;2161;no;no;cellular;8;sep;708;2;183;5;success;yes
46;student;single;unknown;no;1527;no;no;cellular;8;sep;358;3;184;1;success;yes
80;retired;married;secondary;no;8304;no;no;telephone;8;sep;606;3;91;13;success;yes
39;management;married;tertiary;no;494;no;no;cellular;9;sep;216;1;183;5;success;yes
62;retired;married;secondary;no;2801;yes;yes;cellular;9;sep;261;1;183;1;success;yes
84;retired;married;tertiary;no;4761;no;no;telephone;9;sep;1405;1;92;3;failure;yes
31;management;married;tertiary;no;877;no;no;cellular;9;sep;209;1;92;8;success;yes
33;unemployed;single;secondary;no;2066;no;yes;cellular;9;sep;305;1;749;2;failure;yes
33;admin.;single;secondary;no;555;yes;no;cellular;9;sep;204;1;365;1;success;yes
64;retired;married;primary;no;48;no;no;cellular;9;sep;167;3;92;1;success;yes
48;technician;married;primary;no;235;no;no;cellular;9;sep;386;2;191;3;success;yes
28;admin.;married;secondary;no;1595;no;no;cellular;9;sep;268;1;254;4;success;yes
28;student;single;tertiary;no;5741;no;no;cellular;10;sep;1042;5;200;3;failure;yes
69;retired;married;unknown;no;426;no;no;telephone;10;sep;211;2;185;2;success;yes
28;management;single;tertiary;no;187;no;no;cellular;10;sep;255;1;93;2;success;yes
52;unemployed;married;secondary;no;1416;no;no;cellular;13;sep;218;3;187;3;success;yes
25;student;single;secondary;no;486;no;no;cellular;13;sep;273;3;199;4;failure;yes
62;retired;married;tertiary;no;2557;yes;no;cellular;14;sep;211;1;216;7;success;yes
41;admin.;married;secondary;no;3138;no;no;cellular;14;sep;409;1;398;1;failure;yes
28;management;single;tertiary;no;1720;no;no;cellular;14;sep;230;1;91;4;success;yes
75;retired;married;primary;no;1765;no;no;telephone;14;sep;808;1;187;4;failure;yes
35;blue-collar;married;secondary;no;262;no;no;cellular;15;sep;331;1;75;6;failure;yes
49;management;married;tertiary;no;1093;yes;yes;cellular;15;sep;316;1;246;4;success;yes
39;management;married;unknown;no;76;no;no;cellular;15;sep;200;1;183;1;success;yes
38;management;married;tertiary;no;1477;no;no;cellular;15;sep;385;3;769;2;failure;yes
72;retired;married;tertiary;no;3561;no;no;telephone;15;sep;511;3;184;7;success;yes
31;management;single;tertiary;no;3340;no;no;cellular;15;sep;213;2;469;3;success;yes
49;technician;married;tertiary;no;1071;no;no;cellular;16;sep;225;1;91;1;success;yes
29;management;married;tertiary;no;247;no;no;cellular;16;sep;143;2;587;3;failure;yes
60;retired;married;secondary;no;975;no;no;cellular;16;sep;303;1;792;1;failure;yes
31;student;single;tertiary;no;4951;no;no;cellular;17;sep;285;3;81;3;failure;yes
37;management;divorced;tertiary;no;488;yes;no;cellular;17;sep;328;1;854;2;failure;yes
46;management;divorced;tertiary;no;624;no;no;cellular;17;sep;336;2;183;2;success;yes
44;management;divorced;tertiary;no;2367;no;no;cellular;22;sep;263;1;184;6;success;yes
23;technician;single;secondary;no;283;yes;no;cellular;22;sep;175;1;184;2;success;yes
60;admin.;married;secondary;no;3735;no;no;cellular;22;sep;183;1;184;11;success;yes
55;management;married;secondary;no;2693;no;no;cellular;22;sep;182;1;184;7;success;yes
43;unemployed;married;secondary;no;0;yes;yes;cellular;23;sep;183;2;184;13;failure;yes
31;housemaid;married;secondary;no;243;yes;no;cellular;23;sep;305;2;842;1;failure;yes
29;unemployed;single;secondary;no;1055;no;no;cellular;23;sep;427;1;603;1;failure;yes
59;management;married;tertiary;no;5397;no;no;cellular;23;sep;244;1;92;3;success;yes
32;blue-collar;single;secondary;no;2093;no;no;cellular;24;sep;224;2;444;1;failure;yes
49;management;married;tertiary;no;1167;yes;yes;cellular;24;sep;249;1;91;14;success;yes
55;services;divorced;secondary;no;0;no;no;cellular;27;sep;262;6;193;4;success;yes
38;services;married;secondary;no;2678;no;no;cellular;28;sep;282;2;187;1;success;yes
61;retired;married;secondary;no;11;no;no;cellular;29;sep;232;1;92;3;success;yes
28;management;single;tertiary;no;390;no;no;cellular;29;sep;845;1;232;4;success;yes
31;student;single;secondary;no;3511;no;no;cellular;6;oct;311;1;96;1;success;yes
39;management;married;tertiary;no;2939;no;no;cellular;6;oct;608;1;99;3;failure;yes
48;services;divorced;unknown;no;973;no;no;cellular;8;oct;319;1;134;2;success;yes
32;technician;single;unknown;no;491;no;no;cellular;8;oct;251;2;91;7;success;yes
58;admin.;divorced;secondary;no;3337;yes;no;telephone;8;oct;369;2;690;3;failure;yes
48;admin.;married;secondary;no;368;no;no;cellular;8;oct;363;2;140;7;success;yes
28;unknown;single;unknown;no;326;no;no;cellular;11;oct;450;1;231;1;success;yes
36;technician;single;secondary;no;12264;no;no;cellular;11;oct;285;1;182;2;success;yes
67;retired;married;secondary;no;203;no;no;cellular;11;oct;405;1;266;2;success;yes
30;management;single;tertiary;no;502;no;no;cellular;11;oct;463;3;95;6;success;yes
31;management;married;tertiary;no;4328;no;no;cellular;12;oct;203;4;165;14;success;yes
33;management;single;tertiary;no;131;yes;no;cellular;12;oct;209;3;427;2;failure;yes
36;management;single;tertiary;no;2646;no;no;cellular;13;oct;169;1;182;10;success;yes
62;self-employed;divorced;tertiary;no;6;yes;no;cellular;13;oct;216;1;183;4;success;yes
29;self-employed;single;tertiary;no;1579;no;no;cellular;13;oct;190;1;92;5;success;yes
26;blue-collar;single;secondary;no;2007;no;no;cellular;13;oct;194;1;92;5;success;yes
59;technician;married;secondary;no;1;no;no;cellular;14;oct;585;1;182;5;success;yes
51;management;married;tertiary;no;469;no;no;cellular;14;oct;491;1;182;3;success;yes
27;technician;single;secondary;no;643;no;no;telephone;14;oct;301;1;93;1;success;yes
60;retired;divorced;secondary;no;514;no;no;cellular;15;oct;187;2;213;10;success;yes
42;unemployed;married;secondary;no;1289;no;no;cellular;15;oct;1176;3;92;6;success;yes
47;admin.;married;secondary;no;3676;no;no;cellular;18;oct;567;1;95;3;success;yes
43;unemployed;married;tertiary;no;0;no;no;cellular;18;oct;464;1;94;2;success;yes
22;management;single;tertiary;no;104;no;yes;cellular;18;oct;509;1;185;3;success;yes
49;blue-collar;married;secondary;no;1946;no;no;cellular;19;oct;192;1;95;1;success;yes
42;management;married;unknown;no;1519;no;no;cellular;19;oct;230;1;92;1;success;yes
44;management;single;tertiary;no;1090;no;no;cellular;20;oct;178;4;93;6;success;yes
64;retired;divorced;secondary;no;4833;no;no;cellular;20;oct;621;1;181;3;failure;yes
29;student;single;secondary;no;1925;no;no;cellular;21;oct;150;3;149;5;success;yes
52;management;married;secondary;no;335;no;no;cellular;21;oct;411;1;182;1;failure;yes
52;technician;married;secondary;no;371;yes;yes;cellular;21;oct;453;1;183;3;success;yes
54;management;divorced;tertiary;no;5475;no;no;cellular;21;oct;1032;1;91;4;success;yes
37;management;married;tertiary;no;203;no;no;cellular;21;oct;759;1;90;5;success;yes
77;retired;married;secondary;no;820;no;no;telephone;21;oct;330;2;181;4;success;yes
34;technician;single;secondary;no;1279;yes;no;cellular;21;oct;339;3;91;10;success;yes
29;blue-collar;single;tertiary;no;455;no;no;cellular;22;oct;542;4;148;3;success;yes
38;management;married;tertiary;no;536;yes;no;cellular;22;oct;234;1;92;1;success;yes
30;management;single;tertiary;no;985;yes;no;cellular;25;oct;304;1;94;2;success;yes
74;retired;married;secondary;no;935;no;no;cellular;25;oct;400;1;173;3;success;yes
31;admin.;single;secondary;no;410;no;no;cellular;25;oct;182;1;185;1;success;yes
33;admin.;married;secondary;no;51;yes;yes;cellular;25;oct;253;1;284;3;success;yes
78;management;married;unknown;no;1780;yes;no;cellular;25;oct;211;2;185;7;success;yes
26;management;single;tertiary;no;222;no;no;cellular;26;oct;318;1;120;3;success;yes
47;admin.;married;secondary;no;1210;no;no;cellular;26;oct;604;1;91;4;failure;yes
56;admin.;divorced;secondary;no;1693;no;no;cellular;26;oct;238;4;442;4;failure;yes
54;technician;married;tertiary;no;876;no;no;cellular;27;oct;269;3;541;3;success;yes
46;technician;married;unknown;no;3308;no;no;cellular;27;oct;171;1;91;2;success;yes
24;student;single;secondary;no;822;no;no;cellular;27;oct;184;1;91;2;failure;yes
70;retired;married;secondary;no;0;no;no;cellular;27;oct;258;1;92;5;success;yes
63;entrepreneur;married;secondary;no;3904;no;no;telephone;8;nov;360;1;96;4;success;yes
38;technician;married;tertiary;no;88;no;no;cellular;8;nov;282;2;186;4;success;yes
44;entrepreneur;married;tertiary;no;121;no;no;cellular;9;nov;248;1;91;1;success;yes
52;technician;married;tertiary;no;0;no;no;cellular;9;nov;467;3;92;7;failure;yes
35;technician;married;secondary;no;0;yes;no;cellular;9;nov;524;1;96;5;success;yes
29;admin.;single;secondary;no;464;no;no;cellular;9;nov;208;2;91;3;success;yes
41;unemployed;single;tertiary;no;79;no;no;telephone;9;nov;394;1;390;2;success;yes
62;retired;married;tertiary;no;2557;yes;no;cellular;10;nov;404;1;57;8;success;yes
62;blue-collar;married;secondary;no;272;no;no;cellular;11;nov;289;1;92;3;success;yes
38;entrepreneur;single;secondary;no;2543;no;no;cellular;11;nov;357;3;93;5;success;yes
36;admin.;divorced;secondary;no;1224;yes;no;cellular;12;nov;482;1;374;1;success;yes
34;blue-collar;married;secondary;no;320;yes;no;cellular;12;nov;413;1;92;3;success;yes
60;services;married;tertiary;no;4256;yes;no;cellular;16;nov;200;1;92;4;success;yes
29;management;single;secondary;no;703;yes;no;cellular;16;nov;236;1;550;2;success;yes
32;blue-collar;married;secondary;no;136;no;no;cellular;16;nov;206;1;188;3;success;yes
75;retired;divorced;tertiary;no;3810;yes;no;cellular;16;nov;262;1;183;1;failure;yes
68;retired;married;secondary;no;1146;no;no;cellular;16;nov;212;1;187;6;success;yes
53;management;married;tertiary;no;583;no;no;cellular;17;nov;226;1;184;4;success;yes
73;retired;married;secondary;no;2850;no;no;cellular;17;nov;300;1;40;8;failure;yes
72;retired;married;secondary;no;5715;no;no;cellular;17;nov;1127;5;184;3;success;yes
59;management;married;tertiary;no;2239;no;no;cellular;20;aug;377;6;90;1;success;yes
34;services;married;secondary;no;2918;no;yes;cellular;4;jun;246;1;196;2;success;yes
37;admin.;divorced;tertiary;no;4708;no;no;cellular;2;jun;238;1;181;2;success;yes
31;management;single;tertiary;no;3283;no;no;cellular;2;feb;258;1;73;1;failure;yes
33;unemployed;married;secondary;no;1211;no;no;cellular;11;feb;535;1;188;1;success;yes
30;management;single;tertiary;no;697;no;no;cellular;10;aug;179;3;102;2;success;yes
40;management;married;tertiary;no;4539;no;no;cellular;13;jul;256;3;439;1;failure;yes
28;services;single;tertiary;no;128;no;no;cellular;27;may;460;1;414;1;failure;yes
47;management;married;tertiary;no;1147;no;no;cellular;2;jun;654;1;95;1;failure;yes
37;unemployed;married;secondary;no;1978;no;no;cellular;9;sep;404;1;182;1;success;yes
23;student;single;secondary;no;922;no;no;cellular;28;may;538;2;184;9;failure;yes
40;technician;married;secondary;no;694;yes;no;cellular;3;jun;431;2;119;9;failure;yes
57;management;married;secondary;no;2155;no;yes;cellular;10;nov;144;3;91;2;failure;yes
35;technician;married;tertiary;no;7050;no;no;cellular;10;feb;278;3;187;1;success;yes
45;management;divorced;secondary;no;644;yes;no;cellular;19;nov;418;1;168;1;success;yes
34;admin.;married;tertiary;no;69;no;yes;cellular;4;aug;120;3;1;6;success;yes
24;management;single;tertiary;no;1506;no;no;cellular;12;jun;239;2;95;4;success;yes
30;services;single;tertiary;no;1788;no;no;cellular;4;aug;288;1;181;2;failure;yes
27;unknown;single;secondary;no;1187;no;no;telephone;26;feb;232;1;101;1;failure;yes
71;retired;married;tertiary;no;653;no;no;telephone;3;sep;471;1;189;1;success;yes
41;management;divorced;tertiary;no;3426;no;no;cellular;4;jun;102;2;297;3;failure;yes
29;admin.;married;tertiary;no;238;no;no;cellular;25;may;344;2;88;1;failure;yes
36;technician;single;secondary;no;27;yes;no;cellular;9;feb;631;1;260;2;success;yes
51;technician;married;tertiary;no;1347;yes;yes;cellular;10;feb;160;1;243;1;failure;yes
61;retired;married;tertiary;no;2557;yes;no;cellular;11;aug;139;3;190;1;success;yes
34;technician;married;secondary;no;0;yes;no;cellular;5;aug;231;2;2;3;success;yes
55;technician;married;tertiary;no;1320;no;no;cellular;28;jul;340;1;91;2;success;yes
69;retired;married;secondary;no;0;no;no;cellular;27;jul;666;1;90;4;success;yes
41;unemployed;married;secondary;no;1077;yes;yes;telephone;9;dec;207;3;387;2;failure;yes
45;admin.;divorced;primary;no;429;yes;no;cellular;22;apr;147;1;181;1;success;yes
48;blue-collar;married;secondary;no;863;yes;no;telephone;4;may;412;5;350;2;success;yes
50;technician;divorced;secondary;no;0;no;no;cellular;29;sep;159;1;120;2;failure;yes
30;self-employed;single;tertiary;no;655;no;no;cellular;23;sep;272;4;184;1;success;yes
27;blue-collar;single;tertiary;no;567;no;no;cellular;26;may;523;3;182;3;success;yes
35;technician;single;secondary;no;399;yes;no;cellular;13;may;496;2;345;3;failure;yes
59;admin.;married;secondary;no;3735;no;no;cellular;18;mar;203;4;121;2;failure;yes
27;technician;single;tertiary;no;401;no;no;cellular;6;aug;218;3;93;2;success;yes
29;self-employed;single;tertiary;no;3290;no;no;cellular;23;mar;136;1;291;2;success;yes
61;retired;married;secondary;no;938;no;no;cellular;15;jul;392;2;183;3;success;yes
44;technician;single;tertiary;no;2033;no;no;cellular;3;sep;444;1;99;1;failure;yes
21;student;single;secondary;no;2488;no;no;cellular;30;jun;258;6;169;3;success;yes
52;technician;married;tertiary;no;2557;no;no;cellular;28;jan;134;5;204;2;success;yes
41;admin.;divorced;secondary;no;6046;yes;yes;telephone;15;mar;300;6;182;2;success;yes
33;management;single;tertiary;no;816;yes;no;cellular;11;oct;383;2;503;2;failure;yes
33;services;married;secondary;no;1697;no;no;cellular;4;may;489;1;182;1;success;yes
36;entrepreneur;single;secondary;no;866;yes;no;cellular;11;may;629;1;173;1;failure;yes
42;entrepreneur;married;secondary;no;0;yes;no;cellular;9;apr;331;1;140;4;failure;yes
40;technician;married;tertiary;no;11766;yes;no;cellular;13;apr;218;2;242;9;failure;yes
48;management;married;secondary;no;2892;no;no;cellular;7;jul;407;1;385;1;success;yes
55;management;divorced;tertiary;no;2037;no;no;cellular;2;nov;209;2;273;1;failure;yes
27;technician;single;secondary;no;2;yes;yes;cellular;6;may;554;2;356;1;failure;yes
36;entrepreneur;married;secondary;no;2971;no;no;cellular;12;nov;247;1;97;8;failure;yes
34;management;married;tertiary;no;3301;yes;no;cellular;17;sep;164;5;92;6;success;yes
72;admin.;married;primary;no;2321;no;no;cellular;14;sep;221;2;64;12;failure;yes
54;services;divorced;secondary;no;0;no;no;cellular;18;mar;362;1;290;3;success;yes
19;student;single;unknown;no;108;no;no;cellular;10;aug;168;1;182;2;success;yes
26;student;single;tertiary;no;294;no;no;cellular;5;mar;87;1;91;2;success;yes
42;admin.;divorced;secondary;no;527;no;yes;cellular;22;oct;181;1;185;1;success;yes
32;management;single;tertiary;no;3283;no;no;cellular;12;aug;623;2;191;2;success;yes
31;self-employed;married;tertiary;no;2666;no;no;cellular;10;nov;318;2;97;6;success;yes
62;retired;married;secondary;no;569;no;no;cellular;4;feb;94;5;184;1;success;yes
58;management;married;tertiary;no;473;no;no;cellular;18;feb;1109;1;262;1;success;yes
53;admin.;married;secondary;no;1796;no;no;telephone;15;dec;476;1;193;1;failure;yes
45;management;married;tertiary;no;226;yes;no;cellular;13;aug;177;6;179;10;success;yes
60;blue-collar;married;primary;no;5;no;no;cellular;29;jan;533;1;92;1;success;yes
31;services;married;secondary;no;447;no;no;cellular;4;jun;327;3;77;3;success;yes
39;services;single;secondary;no;91;no;no;cellular;3;sep;213;1;185;1;success;yes
38;technician;married;secondary;no;5115;yes;no;cellular;2;jun;318;1;95;7;success;yes
38;admin.;divorced;secondary;no;19;yes;no;cellular;5;feb;1130;3;251;2;success;yes
38;blue-collar;divorced;secondary;no;0;yes;no;cellular;21;oct;576;1;183;4;success;yes
35;student;married;tertiary;no;387;yes;no;cellular;8;may;1024;3;347;3;failure;yes
34;management;married;tertiary;no;0;yes;no;cellular;30;apr;300;1;86;1;success;yes
58;retired;divorced;primary;no;2538;yes;no;cellular;19;nov;680;2;111;6;failure;yes
34;technician;married;secondary;no;133;no;no;cellular;15;nov;401;2;187;5;success;yes
33;admin.;single;tertiary;no;146;no;no;cellular;22;oct;380;1;91;3;success;yes
77;retired;married;primary;no;2590;no;no;telephone;13;nov;212;3;277;12;failure;yes
37;management;married;tertiary;no;238;no;no;cellular;3;feb;185;1;92;1;success;yes
38;management;married;tertiary;no;238;no;no;cellular;4;aug;139;1;92;3;failure;yes
38;management;married;tertiary;no;413;no;no;cellular;13;oct;252;2;183;3;success;yes
31;management;married;tertiary;no;1331;no;no;cellular;30;apr;297;1;86;3;success;yes
31;technician;single;tertiary;no;985;yes;no;cellular;17;apr;997;1;57;2;failure;yes
40;technician;married;secondary;no;2266;no;no;cellular;16;oct;447;1;147;5;failure;yes
27;blue-collar;single;secondary;no;535;no;no;cellular;13;may;159;1;87;3;success;yes
62;housemaid;married;tertiary;no;1528;no;no;cellular;15;oct;134;2;184;1;success;yes
33;admin.;married;secondary;no;-370;yes;no;cellular;7;may;261;1;345;1;failure;yes
27;technician;single;tertiary;no;11862;no;no;cellular;25;nov;285;2;97;7;success;yes
47;housemaid;married;secondary;no;3940;yes;no;cellular;5;aug;226;3;97;2;failure;yes
43;services;married;tertiary;no;4216;no;no;cellular;24;dec;150;2;195;2;success;yes
49;services;married;primary;no;0;yes;no;cellular;6;may;445;2;166;3;failure;yes
28;unemployed;married;primary;no;7459;yes;no;cellular;2;feb;981;5;269;2;failure;yes
32;admin.;single;secondary;no;131;yes;no;cellular;22;jun;522;1;183;2;success;yes
29;management;married;secondary;no;231;no;no;cellular;14;may;1075;1;14;1;failure;yes
23;technician;single;secondary;no;598;no;no;cellular;11;nov;406;1;195;1;failure;yes
41;technician;married;secondary;no;1819;no;no;cellular;22;sep;397;1;371;3;failure;yes
66;management;married;secondary;no;587;no;no;cellular;12;may;457;2;392;2;success;yes
62;retired;married;secondary;no;1495;no;no;cellular;13;oct;896;1;57;2;success;yes
33;management;married;tertiary;no;271;yes;no;cellular;13;nov;182;2;91;2;success;yes
54;management;married;tertiary;no;1014;no;yes;cellular;30;apr;240;1;162;2;failure;yes
45;management;single;tertiary;no;1411;no;no;cellular;7;sep;800;2;102;3;failure;yes
67;retired;married;unknown;no;2540;no;no;telephone;14;sep;279;3;92;9;success;yes
31;technician;single;secondary;no;2544;no;no;cellular;15;jul;252;1;184;3;success;yes
33;technician;married;tertiary;no;1699;no;no;cellular;6;nov;178;2;94;1;success;yes
56;retired;married;secondary;no;393;no;yes;cellular;26;jul;183;1;221;2;failure;yes
35;technician;single;tertiary;no;2658;yes;no;cellular;19;aug;768;2;141;3;failure;yes
32;student;single;tertiary;no;64;no;no;cellular;30;jun;598;4;105;5;failure;yes
36;admin.;single;tertiary;no;994;no;no;cellular;6;may;211;1;90;6;success;yes
55;retired;divorced;secondary;no;2204;no;no;cellular;22;feb;261;1;264;1;failure;yes
42;unemployed;married;tertiary;no;576;no;no;cellular;3;jun;447;2;96;1;success;yes
40;management;single;tertiary;no;3840;yes;no;cellular;24;sep;232;2;409;2;success;yes
26;student;single;tertiary;no;5169;yes;no;cellular;25;may;397;1;35;2;failure;yes
31;management;single;tertiary;no;533;no;no;cellular;11;feb;144;1;91;9;success;yes
44;self-employed;divorced;tertiary;no;1070;yes;no;cellular;12;aug;137;2;104;3;success;yes
48;management;married;tertiary;no;0;no;yes;cellular;19;feb;204;4;182;1;success;yes
35;unemployed;single;tertiary;no;415;no;no;cellular;4;may;164;2;89;2;success;yes
46;technician;married;secondary;no;3434;no;yes;cellular;8;jun;148;2;101;1;success;yes
32;admin.;married;secondary;no;35;no;no;cellular;17;dec;324;3;126;3;success;yes
30;management;single;tertiary;no;5359;no;no;cellular;27;may;119;1;98;1;success;yes
31;technician;married;tertiary;no;2166;no;no;cellular;13;jul;577;6;182;2;success;yes
36;management;married;tertiary;no;495;no;no;cellular;5;aug;157;3;97;2;success;yes
34;admin.;married;secondary;no;2374;yes;no;cellular;9;nov;161;1;209;2;failure;yes
28;student;single;secondary;no;1925;no;no;cellular;25;may;252;1;88;4;failure;yes
23;services;single;secondary;no;279;yes;no;cellular;18;may;843;1;370;1;failure;yes
33;unknown;married;secondary;no;335;no;no;cellular;4;feb;891;2;177;7;failure;yes
53;management;married;unknown;no;2240;yes;no;cellular;2;jun;282;2;385;1;success;yes
32;entrepreneur;married;secondary;no;390;no;no;cellular;6;sep;440;1;280;1;failure;yes
24;student;single;secondary;no;1234;no;no;cellular;21;jul;314;1;156;2;success;yes
56;management;married;tertiary;no;616;no;no;cellular;30;apr;225;1;83;1;success;yes
27;services;single;secondary;no;1347;no;no;telephone;28;dec;824;1;193;11;success;yes
60;retired;married;secondary;no;1853;no;no;cellular;10;feb;234;1;183;1;success;yes
64;management;married;tertiary;no;3951;no;no;cellular;28;jan;134;1;91;1;success;yes
48;admin.;married;secondary;no;660;no;no;cellular;18;feb;318;1;561;2;success;yes
20;student;single;secondary;no;215;no;no;cellular;24;nov;325;1;95;5;success;yes
77;retired;married;primary;no;3324;no;no;cellular;13;may;289;1;91;5;success;yes
32;technician;single;tertiary;no;1246;yes;no;cellular;30;apr;509;1;85;2;success;yes
33;management;single;tertiary;no;1271;yes;no;cellular;15;apr;636;3;330;1;failure;yes
51;management;married;tertiary;no;346;no;no;cellular;12;nov;134;2;192;3;failure;yes
36;management;single;tertiary;no;1379;no;no;cellular;25;may;189;1;186;1;failure;yes
49;management;married;tertiary;no;1093;yes;yes;cellular;12;jan;243;2;91;2;success;yes
48;management;single;tertiary;no;334;yes;no;cellular;28;sep;600;2;92;12;success;yes
25;student;single;secondary;no;125;no;no;cellular;9;feb;215;1;92;2;success;yes
37;management;married;tertiary;no;1113;no;no;cellular;2;mar;229;1;182;1;success;yes
25;blue-collar;single;secondary;no;1857;yes;no;cellular;13;apr;295;4;187;6;success;yes
62;self-employed;divorced;tertiary;no;6;yes;no;cellular;13;apr;103;1;182;3;success;yes
34;services;married;secondary;no;1076;no;no;cellular;12;may;152;1;182;6;success;yes
45;management;single;tertiary;no;2048;yes;no;cellular;18;oct;310;1;804;1;failure;yes
19;student;single;primary;no;608;no;no;cellular;12;may;236;1;180;2;success;yes
33;blue-collar;divorced;unknown;yes;-274;yes;yes;cellular;17;apr;715;2;329;2;failure;yes
43;admin.;married;secondary;no;132;no;no;cellular;27;may;187;2;71;1;success;yes
50;blue-collar;married;primary;no;3764;no;no;telephone;9;sep;214;2;99;4;failure;yes
37;services;married;secondary;no;4017;no;no;cellular;30;apr;665;2;196;1;success;yes
24;blue-collar;married;secondary;no;272;no;no;cellular;16;nov;105;2;94;2;success;yes
43;blue-collar;married;secondary;no;2160;no;no;cellular;8;sep;261;1;98;1;success;yes
23;student;single;tertiary;no;691;no;no;cellular;27;may;1178;1;178;6;success;yes
37;unknown;single;tertiary;no;0;no;no;cellular;8;jun;257;2;97;1;success;yes
46;housemaid;married;primary;no;3512;no;no;cellular;30;oct;175;1;197;1;failure;yes
59;entrepreneur;married;secondary;no;496;no;no;cellular;22;oct;738;3;183;1;success;yes
74;retired;married;tertiary;no;1843;no;no;cellular;15;sep;251;2;184;3;success;yes
42;unemployed;married;secondary;no;1289;no;no;cellular;15;jul;250;4;415;2;failure;yes
29;housemaid;single;tertiary;no;19;no;no;cellular;3;dec;274;1;230;1;success;yes
41;management;married;tertiary;no;254;no;no;cellular;9;jun;183;2;294;2;failure;yes
31;blue-collar;married;secondary;no;136;no;no;cellular;12;may;228;2;267;1;failure;yes
27;student;single;tertiary;no;13107;yes;no;cellular;6;apr;661;1;314;2;failure;yes
42;management;single;tertiary;no;11008;no;no;cellular;28;jul;822;6;405;1;success;yes
30;management;single;tertiary;no;536;no;no;cellular;14;jan;362;2;91;2;success;yes
41;management;divorced;tertiary;no;1757;no;no;cellular;22;apr;314;1;239;13;failure;yes
57;management;divorced;unknown;no;854;no;no;cellular;6;oct;480;1;40;5;success;yes
58;retired;married;secondary;no;1230;no;no;cellular;20;may;420;1;87;1;failure;yes
36;management;married;tertiary;no;93;no;no;cellular;12;jul;262;2;182;7;failure;yes
34;admin.;married;tertiary;no;69;no;yes;cellular;3;aug;263;3;251;3;success;yes
30;services;single;secondary;no;-158;yes;no;cellular;12;may;426;1;370;2;failure;yes
27;admin.;single;secondary;no;4590;yes;no;cellular;10;nov;131;4;89;3;failure;yes
36;management;married;tertiary;no;0;yes;no;telephone;23;oct;140;1;143;3;failure;yes
52;admin.;divorced;secondary;no;363;yes;no;cellular;21;aug;168;1;462;1;success;yes
39;technician;divorced;secondary;no;385;no;no;cellular;13;oct;242;1;48;2;failure;yes
24;technician;married;secondary;no;556;yes;no;cellular;8;feb;278;1;94;4;success;yes
59;management;married;tertiary;no;315;no;no;cellular;2;mar;591;1;176;2;failure;yes
35;student;single;secondary;no;188;yes;no;cellular;16;feb;75;3;200;5;failure;yes
42;technician;single;unknown;no;11115;no;no;cellular;10;aug;187;1;102;1;success;yes
58;admin.;married;secondary;no;169;no;no;cellular;13;aug;880;1;92;8;success;yes
29;student;single;secondary;no;67;no;no;cellular;23;feb;211;1;187;5;success;yes
30;admin.;married;secondary;no;396;yes;no;cellular;13;may;366;3;348;2;failure;yes
34;technician;single;secondary;no;2085;no;no;cellular;10;aug;356;3;182;2;success;yes
44;blue-collar;single;primary;no;36;yes;no;cellular;15;may;551;1;371;2;failure;yes
53;management;divorced;tertiary;no;50;yes;no;cellular;15;may;669;1;337;3;failure;yes
37;management;single;tertiary;no;102;yes;no;cellular;6;may;445;1;258;2;failure;yes
36;blue-collar;married;primary;no;828;no;no;cellular;13;may;1512;1;345;8;failure;yes
32;technician;married;tertiary;no;2688;no;no;cellular;14;oct;216;1;57;1;failure;yes
32;blue-collar;married;secondary;no;889;yes;no;cellular;10;sep;185;1;99;5;success;yes
29;management;single;tertiary;no;224;yes;no;cellular;24;apr;65;2;81;3;failure;yes
24;student;single;secondary;no;1809;no;no;cellular;11;oct;165;1;95;2;success;yes
21;student;single;primary;no;423;no;no;telephone;18;jan;287;5;285;5;success;yes
53;blue-collar;divorced;primary;no;4401;no;no;telephone;11;nov;241;1;92;1;success;yes
34;admin.;married;tertiary;no;69;no;yes;cellular;25;nov;296;1;205;2;failure;yes
21;blue-collar;married;primary;no;-172;yes;yes;cellular;15;may;409;1;361;3;failure;yes
27;blue-collar;single;tertiary;no;567;no;no;cellular;25;nov;238;2;184;1;success;yes
75;retired;married;secondary;no;291;no;no;cellular;12;aug;350;1;182;2;success;yes
